0.995	2.5	0.020612858236860307	1.031292163942831e-11
0.995	2.55	0.01922186829443487	6.656417915557933e-12
0.995	2.6	0.017933696227612973	4.318202354282963e-12
0.995	2.65	0.016740589862014828	2.8153884634267372e-12
0.995	2.7	0.01563531591566523	1.8446544931392852e-12
0.995	2.75	0.014611145581554522	1.214509275922187e-12
0.995	2.8	0.013661834816551675	8.03457541462444e-13
0.995	2.85	0.012781601178626667	5.340330819814695e-13
0.995	2.9	0.011965098605876483	3.5660149131162697e-13
0.995	2.95	0.01120739118178691	2.3920731555070335e-13
0.995	3.	0.01050392665989152	1.6117906658538634e-13
