0.9	2.35	0.03347007498924337	9.434466711326521e-10
0.9	2.4	0.03070987082088837	5.623552380073299e-10
0.9	2.45	0.02823022177447792	3.4176395350901667e-10
0.9	2.5	0.02599494457958625	2.0963429975068363e-10
0.9	2.55	0.02397398855599356	1.2989405357703712e-10
0.9	2.6	0.022142079080795646	8.129870610895863e-11
0.9	2.65	0.02047773121798975	5.136305748083175e-11
0.9	2.7	0.018962516669874127	3.273676952876815e-11
0.9	2.75	0.01758050798734186	2.1038535614521796e-11
0.9	2.8	0.01631784945168305	1.3626786286265455e-11
0.9	2.85	0.015162420252778648	8.891912469231532e-12
0.9	2.9	0.014103566146522148	5.843387951534517e-12
0.9	2.95	0.013131882785409839	3.865998493819576e-12
0.9	3.	0.012239038658247397	2.574298749317862e-12
