0.999	2.	0.041600997986127805	5.552833097690793e-12
0.999	2.1	0.03606435773885556	2.9498838142939477e-12
0.999	2.2	0.03125222134544116	6.095557271770993e-12
0.999	2.3	0.027093739933022706	2.090241682849614e-12
0.999	2.4	0.02351262833138779	7.341080386696839e-13
0.999	2.5	0.020434577243152733	2.6398792493668033e-13
0.999	2.6	0.017790922467931305	9.715894237245886e-14
0.999	2.7	0.015520178315179461	3.657844886032478e-14
0.999	2.8	0.013568377716056741	1.40783353720534e-14
0.999	2.9	0.011888774628909757	5.535825362787957e-15
0.999	3.	0.010441234879201502	3.5950951607946685e-13
