9999.996	6.3976943339405e-20	-1.9974279879465985e-30
9903.079811865	6.716912655777419e-20	-2.1487901819488186e-30
9807.565738184	7.050394678176649e-20	-2.3108043278601013e-30
9713.426862411	7.398704126063322e-20	-2.4841630984050994e-30
9620.636910819	7.762424121785641e-20	-2.669600477491008e-30
9529.170234158	8.142157755241706e-20	-2.8678941216590426e-30
9439.001789928	8.538528666291939e-20	-3.0798675680817262e-30
9350.107125244	8.952181642780096e-20	-3.306392914105986e-30
9262.462360244	9.38378323139114e-20	-3.548393293840952e-30
9176.044172062	9.834022364758758e-20	-3.80684568420446e-30
9090.829779302	1.03036110019682e-19	-4.0827836366758e-30
9006.796927025	1.0793284785907732e-19	-4.37730045860803e-30
8923.92387222	1.130380371444326e-19	-4.691552118484232e-30
8842.189369733	1.1835952829049238e-19	-5.0267608262081355e-30
8761.572658652	1.2390542917937416e-19	-5.3842182388992176e-30
8682.053449125	1.2968411237532294e-19	-5.7652891096054736e-30
8603.611909587	1.357042224840442e-19	-6.171415215314363e-30
8526.228654397	1.4197468369904774e-19	-6.604119210341001e-30
8449.884731861	1.4850470751887807e-19	-7.065008661436055e-30
8374.561612624	1.5530380063175112e-19	-7.555780613564346e-30
8300.241178429	1.6238177299294402e-19	-8.078225879927536e-30
8226.905711219	1.6974874607088652e-19	-8.634233967939426e-30
8154.537882575	1.7741516129663052e-19	-9.225798018003574e-30
8083.120743481	1.853917886827633e-19	-9.855019676554014e-30
8012.637714399	1.9368973565791293e-19	-1.05241150788015e-29
7943.072575642	2.0232045607416854e-19	-1.1235420016792417e-29
7874.409458047	2.112957594382546e-19	-1.1991396069161765e-29
7806.632833922	2.2062782032167813e-19	-1.2794636788748982e-29
7739.727508266	2.3032918800394744e-19	-1.364787396420545e-29
7673.67861025	2.40412796299049e-19	-1.455398465971963e-29
7608.471584958	2.508919736276882e-19	-1.5515997956769284e-29
7544.092185364	2.6178045327018918e-19	-1.65371026338896e-29
7480.526464549	2.7309238387401133e-19	-1.7620654370606938e-29
7417.76076815	2.8484234018075955e-19	-1.877018432327728e-29
7355.781727023	2.970453339557332e-19	-1.998940678574989e-29
7294.576250126	3.097168251942792e-19	-2.128222838994542e-29
7234.131517604	3.228727335214216e-19	-2.2652757341623818e-29
7174.434974079	3.365294498793078e-19	-2.4105312312637532e-29
7115.474322124	3.5070384840324e-19	-2.5644432586628387e-29
7057.237515933	3.6541329861325036e-19	-2.727488823487914e-29
6999.712755168	3.8067567779990544e-19	-2.9001691575455247e-29
6942.88847898	3.9650938371159793e-19	-3.0830107292567657e-29
6886.753360199	4.129333474668509e-19	-3.276566418832495e-29
6831.296299693	4.2996704677756966e-19	-3.481416821511162e-29
6776.506420875	4.476305193891652e-19	-3.6981714571914213e-29
6722.373064373	4.659443768568589e-19	-3.9274699979529724e-29
6668.885782848	4.849298185463104e-19	-4.169983856238472e-29
6616.034335948	5.046086459432517e-19	-4.4264173206730985e-29
6563.808685406	5.250032772760975e-19	-4.69750933096974e-29
6512.198990279	5.461367623745228e-19	-4.98403480852613e-29
6461.195602307	5.680327978914254e-19	-5.28680635467223e-29
6410.789061404	5.907157427597902e-19	-5.606675940029595e-29
6360.970091271	6.142106340412623e-19	-5.944536520874221e-29
6311.729595129	6.385432029872964e-19	-6.301324061124452e-29
6263.058651567	6.637398915206183e-19	-6.67801921307389e-29
6214.948510498	6.898278689459309e-19	-7.075649333530473e-29
6167.390589228	7.168350490738487e-19	-7.495290584976005e-29
6120.376468625	7.447901075924513e-19	-7.938069935939004e-29
6073.897889398	7.737224998753084e-19	-8.405167479293187e-29
6027.946748465	8.036624790118514e-19	-8.897818572855459e-29
5982.515095422	8.34641114314897e-19	-9.417316389047778e-29
5937.595129103	8.666903100791266e-19	-9.965014093052517e-29
5893.179194236	8.998428247537156e-19	-1.0542327808973686e-28
5849.259778173	9.34132290483039e-19	-1.1150738851301675e-28
5805.829507719	9.6959323295082e-19	-1.179179674362356e-28
5762.881146035	1.0062610917215109e-18	-1.246712201161166e-28
5720.407589625	1.0441722408218854e-18	-1.3178409260536074e-28
5678.401865396	1.0833640098357564e-18	-1.3927429891248253e-28
5636.857127797	1.1238747052826448e-18	-1.4716035776510744e-28
5595.76665603	1.1657436325095096e-18	-1.5546162347093431e-28
5555.123851333	1.2090111178682454e-18	-1.6419832030597815e-28
5514.922234326	1.2537185314119774e-18	-1.7339157754796194e-28
5475.155442434	1.2999083099059567e-18	-1.8306346883217632e-28
5435.817227367	1.3476239803871827e-18	-1.9323704875932312e-28
5396.901452664	1.3969101839866724e-18	-2.0393639287628807e-28
5358.402091302	1.447812700383881e-18	-2.1518664009114145e-28
5320.313223362	1.5003784725063174e-18	-2.270140336489876e-28
5282.629033752	1.5546556318280318e-18	-2.394459689086215e-28
5245.343809988	1.6106935240653378e-18	-2.5251103521495263e-28
5208.451940029	1.6685427352859919e-18	-2.6623906511067094e-28
5171.947910165	1.7282551186115017e-18	-2.8066118665139625e-28
5135.826302957	1.789883821228434e-18	-2.9580986829275674e-28
5100.081795227	1.853483312054228e-18	-3.1171897939729824e-28
5064.709156096	1.9191094097245727e-18	-3.2842383907555965e-28
5029.703245071	1.9868193112443884e-18	-3.4596127731624432e-28
4995.059010177	2.0566716209557946e-18	-3.643696900782817e-28
4960.771486134	2.1287263802127e-18	-3.8368910284357977e-28
4926.835792578	2.203045097380275e-18	-4.039612346628852e-28
4893.247132324	2.279690778515842e-18	-4.252295579143801e-28
4860.000789672	2.3587279584594647e-18	-4.475393756354474e-28
4827.092128748	2.4402227325829935e-18	-4.709378810635335e-28
4794.516591892	2.5242427889397893e-18	-4.954742361491759e-28
4762.269698078	2.610857441062014e-18	-5.211996475216531e-28
4730.347041374	2.7001376613783144e-18	-5.48167437079713e-28
4698.744289436	2.7921561149778694e-18	-5.76433128117516e-28
4667.457182036	2.8869871942531506e-18	-6.060545315937498e-28
4636.48152963	2.984707053809259e-18	-6.370918185661471e-28
4605.813211955	3.0853936462666666e-18	-6.696076249152615e-28
4575.448176655	3.1891267583490853e-18	-7.0366713224304765e-28
4545.382437946	3.2959880479662268e-18	-7.393381655161034e-28
4515.612075307	3.4060610814355227e-18	-7.766912932369983e-28
4486.1332322	3.519431371817519e-18	-8.157999233066989e-28
4456.942114826	3.636186417452392e-18	-8.567404147143023e-28
4428.034990897	3.756415741511939e-18	-8.995921787139626e-28
4399.408188449	3.8802109318297455e-18	-9.444377997172453e-28
4371.058094674	4.007665681778517e-18	-9.913631392666216e-28
4342.981154778	4.138875831454383e-18	-1.0404574647281053e-27
4315.173870871	4.273939409710919e-18	-1.0918135660131968e-27
4287.632800873	4.412956677011816e-18	-1.1455278849199384e-27
4260.35455745	4.556030168575685e-18	-1.201700650863084e-27
4233.335806975	4.703264738725158e-18	-1.260436012619196e-27
4206.573268506	4.85476760544894e-18	-1.321842171467963e-27
4180.063712793	5.010648396112221e-18	-1.3860315436473475e-27
4153.803961301	5.171019193565898e-18	-1.4531208881422496e-27
4127.79088526	5.3359945832755995e-18	-1.5232314814659148e-27
4102.021404728	5.505691700856218e-18	-1.5964892561298382e-27
4076.492487688	5.680230280785042e-18	-1.6730249830877257e-27
4051.201149145	5.8597327054314815e-18	-1.7529744286998103e-27
4026.144450265	6.044324055295279e-18	-1.836478539200493e-27
4001.319497511	6.234132159632487e-18	-1.923683608984802e-27
3976.723441814	6.429287648242076e-18	-2.014741480644361e-27
3952.353477755	6.629924003678094e-18	-2.109809716104843e-27
3928.206842759	6.836177614605286e-18	-2.209051819702165e-27
3904.280816323	7.048187829961377e-18	-2.312637432666753e-27
3880.572719238	7.266097013468842e-18	-2.4207425241438432e-27
3857.079912847	7.490050599852741e-18	-2.533549642754139e-27
3833.799798307	7.720197150971422e-18	-2.6512481060919386e-27
3810.729815872	7.956688413672889e-18	-2.7740342611054553e-27
3787.867444189	8.199679377716318e-18	-2.9021117015474206e-27
3765.210199607	8.449328335432016e-18	-3.0356915163355943e-27
3742.755635506	8.705796941377152e-18	-3.1749925449908447e-27
3720.501341633	8.969250273812836e-18	-3.3202416379959715e-27
3698.444943459	9.239856896194919e-18	-3.471673933544254e-27
3676.584101541	9.517788920507062e-18	-3.629533112073114e-27
3654.916510905	9.803222070550264e-18	-3.794071686788654e-27
3633.439900438	1.009633574738342e-17	-3.965551322014034e-27
3612.152032291	1.039731309434497e-17	-4.144243111198662e-27
3591.050701299	1.0706341064165913e-17	-4.330427870850158e-27
3570.133734406	1.1023610486801398e-17	-4.5243964990027e-27
3549.39899011	1.1349316137604041e-17	-4.726450301542627e-27
3528.844357911	1.168365680766754e-17	-4.9369012856462555e-27
3508.467757776	1.2026835373920839e-17	-5.156072570697637e-27
3488.267139612	1.2379058871524611e-17	-5.384298690899765e-27
3468.24048275	1.274053856608288e-17	-5.621926025134205e-27
3448.385795443	1.3111490028000333e-17	-5.8693131331521435e-27
3428.701114363	1.3492133207057422e-17	-6.126831139403047e-27
3409.184504126	1.3882692508783568e-17	-6.394864195201179e-27
3389.834056808	1.4283396871127414e-17	-6.673809844400472e-27
3370.647891481	1.4694479843323315e-17	-6.964079453923626e-27
3351.624153758	1.511617966442649e-17	-7.266098673712657e-27
3332.761015343	1.5548739344666604e-17	-7.58030789476222e-27
3314.056673592	1.5992406746389283e-17	-7.907162670025643e-27
3295.509351082	1.6447434667087602e-17	-8.247134255479021e-27
3277.117295189	1.6914080923682382e-17	-8.600710045024484e-27
3258.878777676	1.739260843701268e-17	-8.968394118015222e-27
3240.792094281	1.7883285318975504e-17	-9.350707761245282e-27
3222.855564328	1.8386384959168324e-17	-9.748189960679435e-27
3205.067530328	1.8902186114885304e-17	-1.0161398008829715e-26
3187.4263576	1.9430972999648572e-17	-1.0590908012967682e-26
3169.930433896	1.9973035376090993e-17	-1.1037315535096742e-26
3152.578169031	2.052866864707884e-17	-1.1501236173356477e-26
3135.367994522	2.1098173950767204e-17	-1.1983306137789945e-26
3118.298363234	2.1681858254573393e-17	-1.2484182930576637e-26
3101.367749032	2.2280034452977673e-17	-1.3004546022777875e-26
3084.574646441	2.2893021463659438e-17	-1.3545097395101087e-26
3067.917570309	2.352114432830096e-17	-1.4106562396424996e-26
3051.39505548	2.416473431176568e-17	-1.468969032077157e-26
3035.005656472	2.4824129004386406e-17	-1.5295255146345005e-26
3018.74794716	2.549967242568416e-17	-1.5924056399862867e-26
3002.620520468	2.6191715127909903e-17	-1.6576919755601313e-26
2986.621988061	2.6900614303248325e-17	-1.7254697947681755e-26
2970.750980049	2.762673389003641e-17	-1.795827146632954e-26
2955.006144692	2.837044468324802e-17	-1.8688549541123654e-26
2939.386148114	2.913212444315709e-17	-1.9446470807739498e-26
2923.889674018	2.991215800847377e-17	-2.0233004355694907e-26
2908.515423411	3.0710937408916426e-17	-2.1049150508986007e-26
2893.262114332	3.1528861980609e-17	-2.1895941800524775e-26
2878.128481582	3.2366338481775825e-17	-2.2774443916318095e-26
2863.113276463	3.322378121162845e-17	-2.3685756654471327e-26
2848.215266521	3.41016121286518e-17	-2.4631014934083984e-26
2833.433235295	3.500026097281241e-17	-2.5611389783865463e-26
2818.765982064	3.5920165387139955e-17	-2.662808946740435e-26
2804.212321606	3.6861771042330097e-17	-2.768236053850895e-26
2789.771083958	3.782553176330213e-17	-2.8775488882482154e-26
2775.441114181	3.8811909655367986e-17	-2.9908800940475104e-26
2761.221272131	3.982137523486549e-17	-3.1083664834519044e-26
2747.110432229	4.0854407558398666e-17	-3.230149159817556e-26
2733.107483237	4.191149435680516e-17	-3.3563736286092866e-26
2719.211328047	4.299313216795631e-17	-3.487189947633915e-26
2705.420883456	4.4099826474511815e-17	-3.6227528274009324e-26
2691.735079963	4.5232091839431953e-17	-3.763221793789407e-26
2678.152861556	4.639045204744325e-17	-3.9087612882935e-26
2664.673185514	4.7575440244663074e-17	-4.059540852322536e-26
2651.295022199	4.8787599083025915e-17	-4.215735225636632e-26
2638.017354868	5.002748086357516e-17	-4.377524525411585e-26
2624.839179475	5.1295647684873316e-17	-4.5450943773817205e-26
2611.759504479	5.259267159018598e-17	-4.7186360883587077e-26
2598.777350664	5.391913471774262e-17	-4.8983467863034403e-26
2585.89175095	5.5275629454961714e-17	-5.084429592186751e-26
2573.101750216	5.666275858986634e-17	-5.277093790155294e-26
2560.406405121	5.808113546973758e-17	-5.476554982809172e-26
2547.804783934	5.953138415705066e-17	-5.683035292759795e-26
2535.295966356	6.101413959171707e-17	-5.896763512354767e-26
2522.879043358	6.253004775045303e-17	-6.117975307935043e-26
2510.553117016	6.407976581366917e-17	-6.346913400431433e-26
2498.317300342	6.566396232874173e-17	-6.583827764028473e-26
2486.170717134	6.728331738090106e-17	-6.82897580574303e-26
2474.11250181	6.893852276033763e-17	-7.082622604712001e-26
2462.141799261	7.063028213779806e-17	-7.345041070843361e-26
2450.257764694	7.235931123538365e-17	-7.61651221819797e-26
2438.459563488	7.412633800652907e-17	-7.897325315235588e-26
2426.746371042	7.593210281151018e-17	-8.187778172203537e-26
2415.117372634	7.777735860023419e-17	-8.48817732210438e-26
2403.571763282	7.966287109496884e-17	-8.798838286508902e-26
2392.108747598	8.158941897435844e-17	-9.120085792447902e-26
2380.727539656	8.35577940626247e-17	-9.452254038505444e-26
2369.427362858	8.556880151712981e-17	-9.795686943283977e-26
2358.207449795	8.762326002304247e-17	-1.0150738380058342e-25
2347.067042126	8.972200198372557e-17	-1.0517772485195514e-25
2336.005390442	9.186587372221409e-17	-1.0897163876153857e-25
2325.021754145	9.405573567497716e-17	-1.128929799543412e-25
2314.115401319	9.629246259751735e-17	-1.1694571312040243e-25
2303.285608615	9.85769437646778e-17	-1.2113391683085714e-25
2292.531661124	1.0091008317968407e-16	-1.2546178625610093e-25
2281.852852265	1.0329279977964276e-16	-1.2993363599979198e-25
2271.248483663	1.0572602764886287e-16	-1.34553903786221e-25
2260.71786504	1.0821071623081569e-16	-1.393271527692365e-25
2250.260314101	1.1074783054434472e-16	-1.44258075913995e-25
2239.875156422	1.1333835140323247e-16	-1.4935149826039243e-25
2229.561725342	1.1598327563500844e-16	-1.5461238118450916e-25
2219.319361857	1.186836163068903e-16	-1.600458252860518e-25
2209.147414515	1.2144040294908864e-16	-1.6565707450286284e-25
2199.04523931	1.2425468178737406e-16	-1.714515194602919e-25
2189.012199583	1.271275159696772e-16	-1.7743470117652879e-25
2179.047665917	1.3005998580542619e-16	-1.8361231504196438e-25
2169.151016047	1.3305318899683347e-16	-1.8999021498718378e-25
2159.321634752	1.3610824088377793e-16	-1.9657441695848656e-25
2149.558913767	1.3922627468057908e-16	-2.0337110355124259e-25
2139.862251688	1.4240844172646192e-16	-2.103866278782879e-25
2130.231053877	1.4565591172785272e-16	-2.1762751791483433e-25
2120.66473237	1.4896987301398588e-16	-2.2510048138402927e-25
2111.162705792	1.5235153278651664e-16	-2.3281240931870576e-25
2101.724399263	1.5580211737665642e-16	-2.4077038161574884e-25
2092.349244318	1.593228725064409e-16	-2.4898167130831874e-25
2083.036678812	1.6291506354779118e-16	-2.57453749465053e-25
2073.786146845	1.665799757908639e-16	-2.6619428989511565e-25
2064.597098674	1.7031891470709202e-16	-2.752111747399851e-25
2055.468990631	1.741332062266954e-16	-2.8451249863608124e-25
2046.401285045	1.7802419700560484e-16	-2.941065755797065e-25
2037.393450162	1.8199325470984134e-16	-3.040019424083705e-25
2028.444960067	1.8604176828794064e-16	-3.142073661876006e-25
2019.555294606	1.9017114826197385e-16	-3.24731847941518e-25
2010.723939311	1.9438282700634502e-16	-3.3558463035543423e-25
2001.950385328	1.9867825904474964e-16	-3.467752021263732e-25
1993.23412934	2.0305892133534249e-16	-3.583133047791363e-25
1984.574673497	2.0752631357479107e-16	-3.7020893837537725e-25
1975.971525345	2.1208195848956063e-16	-3.824723684714568e-25
1967.424197755	2.167274021420924e-16	-3.9511413165511298e-25
1958.932208854	2.214642142395698e-16	-4.0814504277549365e-25
1950.495081958	2.2629398843563266e-16	-4.215762013694362e-25
1942.112345504	2.3121834265084854e-16	-4.354189987656035e-25
1933.783532986	2.362389193812493e-16	-4.496851247490836e-25
1925.508182888	2.4135738602414894e-16	-4.643865748256831e-25
1917.28583862	2.465754351934527e-16	-4.795356577691105e-25
1909.116048458	2.518947850559053e-16	-4.951450027984632e-25
1900.998365478	2.573171796472379e-16	-5.112275676023599e-25
1892.932347498	2.628443892206399e-16	-5.277966452509013e-25
1884.917557016	2.684782105692019e-16	-5.44865873955398e-25
1876.953561152	2.7422046737807535e-16	-5.624492429471273e-25
1869.039931586	2.8007301055861206e-16	-5.805611023213187e-25
1861.176244506	2.8603771860504e-16	-5.992161712158074e-25
1853.362080549	2.921164979375835e-16	-6.184295462618069e-25
