chiN 	 alphaN 
65	65 
chi	alpha	amp	phase
0.000000000000000e+00 0.000000000000000e+00 1.839299180852305e-04 -9.051424196050519e-01
0.000000000000000e+00 1.562500000000000e-02 1.840033424714695e-04 -1.059502566983855e+00
0.000000000000000e+00 3.125000000000000e-02 1.841777002309542e-04 -1.513662642782384e+00
0.000000000000000e+00 4.687500000000000e-02 1.843057977350665e-04 -2.242659472404239e+00
0.000000000000000e+00 6.250000000000000e-02 1.841272759681093e-04 -3.210158900568183e+00
0.000000000000000e+00 7.812500000000000e-02 1.832848978308690e-04 -4.374283418914286e+00
0.000000000000000e+00 9.375000000000000e-02 1.813802479787673e-04 -5.692853429401719e+00
0.000000000000000e+00 1.093750000000000e-01 1.780503015201086e-04 -7.127036103742165e+00
0.000000000000000e+00 1.250000000000000e-01 1.730354880144409e-04 -8.643266605546692e+00
0.000000000000000e+00 1.406250000000000e-01 1.662218216015191e-04 -1.021384210070263e+01
0.000000000000000e+00 1.562500000000000e-01 1.576572444029340e-04 -1.181671584747251e+01
0.000000000000000e+00 1.718750000000000e-01 1.475507141458192e-04 -1.343490554380033e+01
0.000000000000000e+00 1.875000000000000e-01 1.362603797246527e-04 -1.505575497655238e+01
0.000000000000000e+00 2.031250000000000e-01 1.242711331607399e-04 -1.667013757286009e+01
0.000000000000000e+00 2.187500000000000e-01 1.121577145940797e-04 -1.827157799881466e+01
0.000000000000000e+00 2.343750000000000e-01 1.005287993717047e-04 -1.985519145535301e+01
0.000000000000000e+00 2.500000000000000e-01 8.994950502107464e-05 -2.141634370402448e+01
0.000000000000000e+00 2.656250000000000e-01 8.084627370749291e-05 -2.294913918241257e+01
0.000000000000000e+00 2.812500000000000e-01 7.341370204976245e-05 -2.444531641661943e+01
0.000000000000000e+00 2.968750000000000e-01 6.756410417593266e-05 -2.589448291861190e+01
0.000000000000000e+00 3.125000000000000e-01 6.296159822156859e-05 -2.728601457325165e+01
0.000000000000000e+00 3.281250000000000e-01 5.913883675858888e-05 -2.861148869296614e+01
0.000000000000000e+00 3.437500000000000e-01 5.563820569017985e-05 -2.986600033602750e+01
0.000000000000000e+00 3.593750000000000e-01 5.211246135969624e-05 -3.104788975958436e+01
0.000000000000000e+00 3.750000000000000e-01 4.836162495891771e-05 -3.215763818052388e+01
0.000000000000000e+00 3.906250000000000e-01 4.432146019973929e-05 -3.319678307763825e+01
0.000000000000000e+00 4.062500000000000e-01 4.002903879651421e-05 -3.416720462348218e+01
0.000000000000000e+00 4.218750000000000e-01 3.558394683902223e-05 -3.507076527480096e+01
0.000000000000000e+00 4.375000000000000e-01 3.111443806379977e-05 -3.590917499118875e+01
0.000000000000000e+00 4.531250000000000e-01 2.675176199200554e-05 -3.668397257605262e+01
0.000000000000000e+00 4.687500000000000e-01 2.261285884537595e-05 -3.739655658581272e+01
0.000000000000000e+00 4.843750000000000e-01 1.879034298767077e-05 -3.804823183741370e+01
0.000000000000000e+00 5.000000000000000e-01 1.534827588881695e-05 -3.864025632318135e+01
0.000000000000000e+00 5.156250000000000e-01 1.232219053698603e-05 -3.917388276193429e+01
0.000000000000000e+00 5.312500000000000e-01 9.721962052527502e-06 -3.965039328684756e+01
0.000000000000000e+00 5.468750000000000e-01 7.536330288309214e-06 -4.007112750100595e+01
0.000000000000000e+00 5.625000000000000e-01 5.738122271786360e-06 -4.043750470258733e+01
0.000000000000000e+00 5.781250000000000e-01 4.289466923659771e-06 -4.075104116736689e+01
0.000000000000000e+00 5.937500000000000e-01 3.146522152110588e-06 -4.101336328687283e+01
0.000000000000000e+00 6.093750000000000e-01 2.263432117015520e-06 -4.122621722982791e+01
0.000000000000000e+00 6.250000000000000e-01 1.595392701310208e-06 -4.139147567412199e+01
0.000000000000000e+00 6.406250000000000e-01 1.100823500228180e-06 -4.151114206107076e+01
0.000000000000000e+00 6.562500000000000e-01 7.427265285828662e-07 -4.158735275188172e+01
0.000000000000000e+00 6.718750000000000e-01 4.893599228447763e-07 -4.162237741081994e+01
0.000000000000000e+00 6.875000000000000e-01 3.143755298782406e-07 -4.161861789211246e+01
0.000000000000000e+00 7.031250000000000e-01 1.965694345250551e-07 -4.157860586081557e+01
0.000000000000000e+00 7.187500000000000e-01 1.193809328844215e-07 -4.150499932664221e+01
0.000000000000000e+00 7.343750000000000e-01 7.025406973190886e-08 -4.140057821163700e+01
0.000000000000000e+00 7.500000000000000e-01 3.995126906212954e-08 -4.126823900744008e+01
0.000000000000000e+00 7.656250000000000e-01 2.188414054040995e-08 -4.111098850716900e+01
0.000000000000000e+00 7.812500000000000e-01 1.150439820315391e-08 -4.093193652284518e+01
