chiN 	 alphaN 
65	65 
chi	alpha	amp	phase
0.000000000000000e+00 0.000000000000000e+00 2.624638952047122e-24 9.491975188301006e-01
0.000000000000000e+00 1.562500000000000e-02 2.607098509251153e-24 9.239618194100413e-01
0.000000000000000e+00 3.125000000000000e-02 2.554046630736747e-24 8.496905893166328e-01
0.000000000000000e+00 4.687500000000000e-02 2.464580654111973e-24 7.303829735698686e-01
0.000000000000000e+00 6.250000000000000e-02 2.338331575090863e-24 5.718081868875734e-01
0.000000000000000e+00 7.812500000000000e-02 2.176671688298752e-24 3.805345206206255e-01
0.000000000000000e+00 9.375000000000000e-02 1.983631412251769e-24 1.630780306968030e-01
0.000000000000000e+00 1.093750000000000e-01 1.766158270392149e-24 -7.466958058990786e-02
0.000000000000000e+00 1.250000000000000e-01 1.533612936275690e-24 -3.277238685518579e-01
0.000000000000000e+00 1.406250000000000e-01 1.296669861005480e-24 -5.920799130699939e-01
0.000000000000000e+00 1.562500000000000e-01 1.065958911442768e-24 -8.646746954222277e-01
0.000000000000000e+00 1.718750000000000e-01 8.508035204887562e-25 -1.143323922781497e+00
0.000000000000000e+00 1.875000000000000e-01 6.583109953101404e-25 -1.426691504987924e+00
0.000000000000000e+00 2.031250000000000e-01 4.929236828209270e-25 -1.714332593130112e+00
0.000000000000000e+00 2.187500000000000e-01 3.564110862381384e-25 -2.006853599648202e+00
0.000000000000000e+00 2.343750000000000e-01 2.482044621828499e-25 -2.306266419313431e+00
0.000000000000000e+00 2.500000000000000e-01 1.659461267954050e-25 -2.616702696990705e+00
0.000000000000000e+00 2.656250000000000e-01 1.061295827486565e-25 -2.945849877934699e+00
0.000000000000000e+00 2.812500000000000e-01 6.472820178382191e-26 -3.307844367069608e+00
0.000000000000000e+00 2.968750000000000e-01 3.773903887689333e-26 -3.728573531129842e+00
0.000000000000000e+00 3.125000000000000e-01 2.158249985154980e-26 -4.250003364754384e+00
0.000000000000000e+00 3.281250000000000e-01 1.320659072322887e-26 -4.900764279919243e+00
0.000000000000000e+00 3.437500000000000e-01 9.662885127345232e-27 -5.593648556575507e+00
0.000000000000000e+00 3.593750000000000e-01 8.146337782458408e-27 -6.180453957972914e+00
0.000000000000000e+00 3.750000000000000e-01 7.097474525454134e-27 -6.638870684742062e+00
0.000000000000000e+00 3.906250000000000e-01 6.112040893565736e-27 -7.009778145274106e+00
0.000000000000000e+00 4.062500000000000e-01 5.192594348297501e-27 -7.323360011519599e+00
0.000000000000000e+00 4.218750000000000e-01 4.394827942561511e-27 -7.593178123927802e+00
0.000000000000000e+00 4.375000000000000e-01 3.744412724606350e-27 -7.823042082563116e+00
0.000000000000000e+00 4.531250000000000e-01 3.236844728008008e-27 -8.012574288452575e+00
0.000000000000000e+00 4.687500000000000e-01 2.852198195600566e-27 -8.160912048113030e+00
0.000000000000000e+00 4.843750000000000e-01 2.566404649192756e-27 -8.268777744857989e+00
0.000000000000000e+00 5.000000000000000e-01 2.375575737785911e-27 -8.343524782156283e+00
0.000000000000000e+00 5.156250000000000e-01 2.209951072284489e-27 -8.378585499443483e+00
0.000000000000000e+00 5.312500000000000e-01 2.089800608286971e-27 -8.387135195557427e+00
0.000000000000000e+00 5.468750000000000e-01 1.995559971183604e-27 -8.373925313683159e+00
0.000000000000000e+00 5.625000000000000e-01 1.911984493710450e-27 -8.343230532202128e+00
0.000000000000000e+00 5.781250000000000e-01 1.826967944043304e-27 -8.298593855879226e+00
0.000000000000000e+00 5.937500000000000e-01 1.731230813435942e-27 -8.242837165036150e+00
0.000000000000000e+00 6.093750000000000e-01 1.618463616158270e-27 -8.178182108191599e+00
