chiN 	 alphaN 
65	65 
chi	alpha	amp	phase
0.000000000000000e+00 0.000000000000000e+00 6.870373893084551e-03 -2.951742441452892e+00
0.000000000000000e+00 1.562500000000000e-02 6.881546201008056e-03 -3.147034694931799e+00
0.000000000000000e+00 3.125000000000000e-02 6.913576448314852e-03 -3.721944609504081e+00
0.000000000000000e+00 4.687500000000000e-02 6.962111562522108e-03 -4.645693284304804e+00
0.000000000000000e+00 6.250000000000000e-02 7.020287325109214e-03 -5.873210732880915e+00
0.000000000000000e+00 7.812500000000000e-02 7.079370441362860e-03 -7.352066189515987e+00
0.000000000000000e+00 9.375000000000000e-02 7.129630577836462e-03 -9.028805701196298e+00
0.000000000000000e+00 1.093750000000000e-01 7.161287583038165e-03 -1.085351260355610e+01
0.000000000000000e+00 1.250000000000000e-01 7.165364366482718e-03 -1.278235204759480e+01
0.000000000000000e+00 1.406250000000000e-01 7.134335221804801e-03 -1.477846725646276e+01
0.000000000000000e+00 1.562500000000000e-01 7.062536007105148e-03 -1.681179555587043e+01
0.000000000000000e+00 1.718750000000000e-01 6.946356760339770e-03 -1.885831483565963e+01
0.000000000000000e+00 1.875000000000000e-01 6.784261214187051e-03 -2.089907963487238e+01
0.000000000000000e+00 2.031250000000000e-01 6.576680434741244e-03 -2.291925832638426e+01
0.000000000000000e+00 2.187500000000000e-01 6.325820733278941e-03 -2.490727472470573e+01
0.000000000000000e+00 2.343750000000000e-01 6.035416598978783e-03 -2.685409056873582e+01
0.000000000000000e+00 2.500000000000000e-01 5.710451187798067e-03 -2.875262939783602e+01
0.000000000000000e+00 2.656250000000000e-01 5.356860891997633e-03 -3.059732601606866e+01
0.000000000000000e+00 2.812500000000000e-01 4.981236547292609e-03 -3.238378043735313e+01
0.000000000000000e+00 2.968750000000000e-01 4.590531363079726e-03 -3.410849541266571e+01
0.000000000000000e+00 3.125000000000000e-01 4.191784112575841e-03 -3.576867918702726e+01
0.000000000000000e+00 3.281250000000000e-01 3.791865026705601e-03 -3.736209835470265e+01
0.000000000000000e+00 3.437500000000000e-01 3.397250865034137e-03 -3.888696879078076e+01
0.000000000000000e+00 3.593750000000000e-01 3.013834579704360e-03 -4.034187532519927e+01
0.000000000000000e+00 3.750000000000000e-01 2.646773738079202e-03 -4.172571301662881e+01
0.000000000000000e+00 3.906250000000000e-01 2.300380401974822e-03 -4.303764460962863e+01
0.000000000000000e+00 4.062500000000000e-01 1.978053513023236e-03 -4.427707008915146e+01
0.000000000000000e+00 4.218750000000000e-01 1.682253085092379e-03 -4.544360525847771e+01
0.000000000000000e+00 4.375000000000000e-01 1.414513762452518e-03 -4.653706702971805e+01
0.000000000000000e+00 4.531250000000000e-01 1.175493683626671e-03 -4.755746368840200e+01
0.000000000000000e+00 4.687500000000000e-01 9.650532088074322e-04 -4.850498882166227e+01
0.000000000000000e+00 4.843750000000000e-01 7.823570200882518e-04 -4.938001791916894e+01
0.000000000000000e+00 5.000000000000000e-01 6.259924587867844e-04 -5.018310689450369e+01
0.000000000000000e+00 5.156250000000000e-01 4.940967597186035e-04 -5.091499195270413e+01
0.000000000000000e+00 5.312500000000000e-01 3.844860787394849e-04 -5.157659036260934e+01
0.000000000000000e+00 5.468750000000000e-01 2.947798515706831e-04 -5.216900179176528e+01
0.000000000000000e+00 5.625000000000000e-01 2.225150015043593e-04 -5.269350993550730e+01
0.000000000000000e+00 5.781250000000000e-01 1.652457393502445e-04 -5.315158422662242e+01
0.000000000000000e+00 5.937500000000000e-01 1.206260644193816e-04 -5.354488145233513e+01
0.000000000000000e+00 6.093750000000000e-01 8.647346977902091e-05 -5.387524713462425e+01
0.000000000000000e+00 6.250000000000000e-01 6.081367411724886e-05 -5.414471655053813e+01
0.000000000000000e+00 6.406250000000000e-01 4.190735752454324e-05 -5.435551528298623e+01
0.000000000000000e+00 6.562500000000000e-01 2.826080301550835e-05 -5.451005920072807e+01
0.000000000000000e+00 6.718750000000000e-01 1.862299993497543e-05 -5.461095376975988e+01
0.000000000000000e+00 6.875000000000000e-01 1.197213734078714e-05 -5.466099259754321e+01
0.000000000000000e+00 7.031250000000000e-01 7.494518469663538e-06 -5.466315510673546e+01
0.000000000000000e+00 7.187500000000000e-01 4.558796152376959e-06 -5.462060322624176e+01
0.000000000000000e+00 7.343750000000000e-01 2.688113406996773e-06 -5.453667697423039e+01
0.000000000000000e+00 7.500000000000000e-01 1.532291570814162e-06 -5.441488878963699e+01
0.000000000000000e+00 7.656250000000000e-01 8.416999001096810e-07 -5.425891644484475e+01
0.000000000000000e+00 7.812500000000000e-01 4.439207481046812e-07 -5.407259434131311e+01
0.000000000000000e+00 7.968750000000000e-01 2.238392867663232e-07 -5.385990295027947e+01
0.000000000000000e+00 8.125000000000000e-01 1.073702741980934e-07 -5.362495610989795e+01
0.000000000000000e+00 8.281250000000000e-01 4.870734395251947e-08 -5.337198582493063e+01
0.000000000000000e+00 8.437500000000000e-01 2.075061784708859e-08 -5.310532413105186e+01
0.000000000000000e+00 8.593750000000000e-01 8.232875017305872e-09 -5.282938147650179e+01
0.000000000000000e+00 8.750000000000000e-01 3.011215846446309e-09 -5.254862093043803e+01
0.000000000000000e+00 8.906250000000000e-01 1.002742629759010e-09 -5.226752733704625e+01
0.000000000000000e+00 9.062500000000000e-01 2.993407111052390e-10 -5.199057027839442e+01
0.000000000000000e+00 9.218750000000000e-01 7.855455961356243e-11 -5.172215935850153e+01
0.000000000000000e+00 9.375000000000000e-01 1.767110647786746e-11 -5.146658983171181e+01
0.000000000000000e+00 9.531250000000000e-01 3.296315718535139e-12 -5.122797589802495e+01
0.000000000000000e+00 9.687500000000000e-01 4.874630082876338e-13 -5.101016795537896e+01
0.000000000000000e+00 9.843750000000000e-01 5.365593091490954e-14 -5.081664851931878e+01
0.000000000000000e+00 1.000000000000000e+00 4.007799634791418e-15 -5.065039899090346e+01
1.562500000000000e-02 0.000000000000000e+00 6.881623088220836e-03 -3.074079799584208e+00
1.562500000000000e-02 1.562500000000000e-02 6.892561295639666e-03 -3.268203818986232e+00
1.562500000000000e-02 3.125000000000000e-02 6.923908582735117e-03 -3.839745594732002e+00
1.562500000000000e-02 4.687500000000000e-02 6.971367178494684e-03 -4.758296260939648e+00
1.562500000000000e-02 6.250000000000000e-02 7.028156085843118e-03 -5.979290854092486e+00
1.562500000000000e-02 7.812500000000000e-02 7.085640999845440e-03 -7.450826893709848e+00
1.562500000000000e-02 9.375000000000000e-02 7.134193031522496e-03 -9.119916661107062e+00
1.562500000000000e-02 1.093750000000000e-01 7.164124847865339e-03 -1.093700434292350e+01
1.562500000000000e-02 1.250000000000000e-01 7.166536677593821e-03 -1.285850350973726e+01
1.562500000000000e-02 1.406250000000000e-01 7.133961996498857e-03 -1.484770807579697e+01
1.562500000000000e-02 1.562500000000000e-01 7.060778143810007e-03 -1.687463135853169e+01
1.562500000000000e-02 1.718750000000000e-01 6.943401057642714e-03 -1.891527540186017e+01
1.562500000000000e-02 1.875000000000000e-01 6.780307519718989e-03 -2.095068589580045e+01
1.562500000000000e-02 2.031250000000000e-01 6.571931495179965e-03 -2.296600326790530e+01
1.562500000000000e-02 2.187500000000000e-01 6.320474424746091e-03 -2.494961379773292e+01
1.562500000000000e-02 2.343750000000000e-01 6.029660137152983e-03 -2.689243819863567e+01
1.562500000000000e-02 2.500000000000000e-01 5.704456942846992e-03 -2.878735916807861e+01
1.562500000000000e-02 2.656250000000000e-01 5.350783498169377e-03 -3.062877289925374e+01
1.562500000000000e-02 2.812500000000000e-01 4.975211066038258e-03 -3.241224403229205e+01
1.562500000000000e-02 2.968750000000000e-01 4.584672316773448e-03 -3.413424354984075e+01
1.562500000000000e-02 3.125000000000000e-01 4.186185248771206e-03 -3.579195153101605e+01
1.562500000000000e-02 3.281250000000000e-01 3.786599701086839e-03 -3.738310980185235e+01
1.562500000000000e-02 3.437500000000000e-01 3.392372947475939e-03 -3.890591256510127e+01
1.562500000000000e-02 3.593750000000000e-01 3.009379795518242e-03 -4.035892573781241e+01
